Source,Target,SourceType,TargetType
抗忧郁药,抗憂鬱藥,简体词组,繁体词组
抗战歌曲,抗戰歌曲,简体词组,繁体词组
抗战胜利,抗戰勝利,简体词组,繁体词组
抗拒不了,抗拒不了,简体词组,繁体词组
抗日救亡团体,抗日救亡團體,简体词组,繁体词组
抗病品种,抗病品種,简体词组,繁体词组
抗病毒药,抗病毒藥,简体词组,繁体词组
抗癌药,抗癌藥,简体词组,繁体词组
抗癌药物,抗癌藥物,简体词组,繁体词组
抗组胺药,抗組胺藥,简体词组,繁体词组
抗药,抗藥,简体词组,繁体词组
抗药性,抗藥性,简体词组,繁体词组
抗药能力,抗藥能力,简体词组,繁体词组
抗菌药,抗菌藥,简体词组,繁体词组
抗逆转录,抗逆轉錄,简体词组,繁体词组
折,折 摺,简体字符,繁体字符
折上,折上,简体词组,繁体词组
折上去,折上去,简体词组,繁体词组
折上来,折上來,简体词组,繁体词组
折下,折下,简体词组,繁体词组
折下去,折下去,简体词组,繁体词组
折下来,折下來,简体词组,繁体词组
折不断,折不斷,简体词组,繁体词组
折中,折中,简体词组,繁体词组
折价,折價,简体词组,繁体词组
折价出售,折價出售,简体词组,繁体词组
折价券,折價券,简体词组,繁体词组
折价卷,折價卷,简体词组,繁体词组
折伤,折傷,简体词组,繁体词组
折倒,折倒,简体词组,繁体词组
折光,折光,简体词组,繁体词组
折兑,折兌,简体词组,繁体词组
折兑率,折兌率,简体词组,繁体词组
折兵,折兵,简体词组,繁体词组
折冲,折衝,简体词组,繁体词组
折冲厌难,折衝厭難,简体词组,繁体词组
折冲尊俎,折衝尊俎,简体词组,繁体词组
折冲御侮,折衝禦侮,简体词组,繁体词组
折冲樽俎,折衝樽俎,简体词组,繁体词组
折刀,折刀,简体词组,繁体词组
折刀儿,折刀兒,简体词组,繁体词组
折券,折券,简体词组,繁体词组
折剉,折剉,简体词组,繁体词组
折半,折半,简体词组,繁体词组
折半出售,折半出售,简体词组,繁体词组
折卖,折賣,简体词组,繁体词组
折受,折受,简体词组,繁体词组
折变,折變,简体词组,繁体词组
折叠,摺疊,简体词组,繁体词组
折叠为,摺疊爲,简体词组,繁体词组
折叠床,摺疊牀,简体词组,繁体词组
折叠式,摺疊式,简体词组,繁体词组
折叠扇,摺疊扇,简体词组,繁体词组
折叠椅,摺疊椅,简体词组,繁体词组
折叠起来,摺疊起來,简体词组,繁体词组
折台,折檯,简体词组,繁体词组
折合,摺合,简体词组,繁体词组
折合椅,摺合椅,简体词组,繁体词组
折回,折回,简体词组,繁体词组
折回去,折回去,简体词组,繁体词组
折回来,折回來,简体词组,繁体词组
折壁脚,折壁腳,简体词组,繁体词组
折头,折頭,简体词组,繁体词组
折奏,摺奏,简体词组,繁体词组
折好,摺好,简体词组,繁体词组
折子,摺子,简体词组,繁体词组
折子戏,摺子戲,简体词组,繁体词组
折实,折實,简体词组,繁体词组
折对,折對,简体词组,繁体词组
折寿,折壽,简体词组,繁体词组
折射,折射,简体词组,繁体词组
折射光,折射光,简体词组,繁体词组
折射出,折射出,简体词组,繁体词组
折射式望远镜,折射式望遠鏡,简体词组,繁体词组
折射波,折射波,简体词组,繁体词组
折射率,折射率,简体词组,繁体词组
折射线,折射線,简体词组,繁体词组
折射角,折射角,简体词组,繁体词组
折尺,摺尺,简体词组,繁体词组
折屐,折屐,简体词组,繁体词组
折帐,折帳,简体词组,繁体词组
折弯,折彎,简体词组,繁体词组
折当,折當,简体词组,繁体词组
折得,折得,简体词组,繁体词组
折成,折成,简体词组,繁体词组
折戟沈河,折戟沈河,简体词组,繁体词组
折戟沉沙,折戟沉沙,简体词组,繁体词组
折扇,摺扇,简体词组,繁体词组
折扣,折扣,简体词组,繁体词组
折扣价,折扣價,简体词组,繁体词组
折扣战,折扣戰,简体词组,繁体词组
折扣率,折扣率,简体词组,繁体词组
折抵,折抵,简体词组,繁体词组
折挫,折挫,简体词组,繁体词组
折损,折損,简体词组,繁体词组
折损率,折損率,简体词组,繁体词组
折断,折斷,简体词组,繁体词组
折旧,折舊,简体词组,繁体词组
折旧基金,折舊基金,简体词组,繁体词组
折旧率,折舊率,简体词组,繁体词组
折旧费,折舊費,简体词组,繁体词组
折服,折服,简体词组,繁体词组
折本,折本,简体词组,繁体词组
折杀,折殺,简体词组,繁体词组
折枝,折枝,简体词组,繁体词组
折柬,折柬,简体词组,繁体词组
折柳,折柳,简体词组,繁体词组
折柳攀花,折柳攀花,简体词组,繁体词组
折桂,折桂,简体词组,繁体词组
折桂攀蟾,折桂攀蟾,简体词组,繁体词组
折梯,摺梯,简体词组,繁体词组
折椅,摺椅,简体词组,繁体词组
折狱,折獄,简体词组,繁体词组
折现,折現,简体词组,繁体词组
折现率,折現率,简体词组,繁体词组
折痕,摺痕,简体词组,繁体词组
折的,折的,简体词组,繁体词组
折碗,折碗,简体词组,繁体词组
折磨,折磨,简体词组,繁体词组
折福,折福,简体词组,繁体词组
折秤,折秤,简体词组,繁体词组
折简,折簡,简体词组,繁体词组
折算,折算,简体词组,繁体词组
折算法,折算法,简体词组,繁体词组
折算率,折算率,简体词组,繁体词组
折箩,折籮,简体词组,繁体词组
折箭,折箭,简体词组,繁体词组
折箭为盟,折箭爲盟,简体词组,繁体词组
折箭为誓,折箭爲誓,简体词组,繁体词组
折篷,摺篷,简体词组,繁体词组
折纸,摺紙,简体词组,繁体词组
折纸工,摺紙工,简体词组,繁体词组
折线,折線,简体词组,繁体词组
折缝,折縫,简体词组,繁体词组
折罚,折罰,简体词组,繁体词组
折翼,折翼,简体词组,繁体词组
折耗,折耗,简体词组,繁体词组
折肱,折肱,简体词组,繁体词组
折腰,折腰,简体词组,繁体词组
折腰五斗,折腰五斗,简体词组,繁体词组
折腰升斗,折腰升斗,简体词组,繁体词组
折腰步,折腰步,简体词组,繁体词组
折腾,折騰,简体词组,繁体词组
折臂三公,折臂三公,简体词组,繁体词组
折色,折色,简体词组,繁体词组
折节,折節,简体词组,繁体词组
折节下交,折節下交,简体词组,繁体词组
折节下士,折節下士,简体词组,繁体词组
折节向学,折節向學,简体词组,繁体词组
折节待士,折節待士,简体词组,繁体词组
折节礼士,折節禮士,简体词组,繁体词组
折节读书,折節讀書,简体词组,繁体词组
折莫,折莫,简体词组,繁体词组
折行,折行,简体词组,繁体词组
折衷,折衷,简体词组,繁体词组
折衷主义,折衷主義,简体词组,繁体词组
折衷家庭,折衷家庭,简体词组,繁体词组
折衷方案,折衷方案,简体词组,繁体词组
折衷法,折衷法,简体词组,繁体词组
折衷鹦鹉,折衷鸚鵡,简体词组,繁体词组
折裙,摺裙,简体词组,繁体词组
折角,折角,简体词组,繁体词组
折让,折讓,简体词组,繁体词组
折证,折證,简体词组,繁体词组
折账,折賬,简体词组,繁体词组
折起,折起,简体词组,繁体词组
折起来,折起來,简体词组,繁体词组
折足复𫗧,折足覆餗,简体词组,繁体词组
折跟头,折跟頭,简体词组,繁体词组
折身,折身,简体词组,繁体词组
折转,折轉,简体词组,繁体词组
折辨,折辨,简体词组,繁体词组
折辩,折辯,简体词组,繁体词组
折辱,折辱,简体词组,繁体词组
折过儿,折過兒,简体词组,繁体词组
折返,折返,简体词组,繁体词组
折返点,折返點,简体词组,繁体词组
折进,折進,简体词组,繁体词组
折进去,摺進去,简体词组,繁体词组
折进来,摺進來,简体词组,繁体词组
折钱,折錢,简体词组,繁体词组
折长补短,折長補短,简体词组,繁体词组
折页,摺頁,简体词组,繁体词组
折鼎复𫗧,折鼎覆餗,简体词组,繁体词组
抚,撫,简体字符,繁体字符
抚台,撫臺,简体词组,繁体词组
抚台街,撫臺街,简体词组,繁体词组
抚尸,撫屍,简体词组,繁体词组
抚尸恸哭,撫尸慟哭,简体词组,繁体词组
抚尸痛哭,撫屍痛哭,简体词组,繁体词组
抚恤,撫卹,简体词组,繁体词组
抚松,撫松,简体词组,繁体词组
抚松县,撫松縣,简体词组,繁体词组
抚梁易柱,撫梁易柱,简体词组,繁体词组
抚面,撫面,简体词组,繁体词组
抚面痛哭,撫面痛哭,简体词组,繁体词组
抛,拋,简体字符,繁体字符
抛出,拋出,简体词组,繁体词组
抛出去,拋出去,简体词组,繁体词组
抛出来,拋出來,简体词组,繁体词组
抛向,拋向,简体词组,繁体词组
抛在脑后,拋在腦後,简体词组,繁体词组
抛头露面,拋頭露面,简体词组,繁体词组
抛妻别子,拋妻別子,简体词组,繁体词组
抛尸露骨,拋屍露骨,简体词组,繁体词组
抛摆,拋擺,简体词组,繁体词组
抛物面,拋物面,简体词组,繁体词组
抜粋,抜萃,日本新字体词组,繁体词组
抟,摶,简体字符,繁体字符
抟击掀发,摶擊掀發,简体词组,繁体词组
抟柱乘梁,摶柱乘梁,简体词组,繁体词组
抟沙嚼蜡,摶沙嚼蠟,简体词组,繁体词组
抟砂炼汞,摶砂煉汞,简体词组,繁体词组
抟风板,摶風板,简体词组,繁体词组
抠,摳,简体字符,繁体字符
抠出,摳出,简体词组,繁体词组
抠出来,摳出來,简体词组,繁体词组
抡,掄,简体字符,繁体字符
抢,搶,简体字符,繁体字符
抢了,搶了,简体词组,繁体词组
抢修,搶修,简体词组,繁体词组
抢修工作,搶修工作,简体词组,繁体词组
抢占,搶佔,简体词组,繁体词组
抢回,搶回,简体词组,繁体词组
抢尽,搶盡,简体词组,繁体词组
抢尽锋头,搶盡鋒頭,简体词组,繁体词组
抢救出来,搶救出來,简体词组,繁体词组
抢杠,搶槓,简体词组,繁体词组
抢种,搶種,简体词组,繁体词组
护,護,简体字符,繁体字符
护厂,護廠,简体词组,繁体词组
护发,護髮,简体词组,繁体词组
护发乳液,護髮乳液,简体词组,繁体词组
护发素,護髮素,简体词组,繁体词组
护向,護向,简体词组,繁体词组
护壁板,護壁板,简体词组,繁体词组
护念,護念,简体词组,繁体词组
护板,護板,简体词组,繁体词组
护理,護理,简体词组,繁体词组
护理系,護理系,简体词组,繁体词组
护面,護面,简体词组,繁体词组
护面具,護面具,简体词组,繁体词组
报,報,简体字符,繁体字符
报仇,報仇,简体词组,繁体词组
报仇雪恨,報仇雪恨,简体词组,繁体词组
报仇雪耻,報仇雪恥,简体词组,繁体词组
报价,報價,简体词组,繁体词组
报价单,報價單,简体词组,繁体词组
报修,報修,简体词组,繁体词组
报值挂号,報值掛號,简体词组,繁体词组
报出,報出,简体词组,繁体词组
报出去,報出去,简体词组,繁体词组
报出来,報出來,简体词组,繁体词组
报刊杂志,報刊雜誌,简体词组,繁体词组
报台,報臺,简体词组,繁体词组
报名表,報名表,简体词组,繁体词组
报告出来,報告出來,简体词组,繁体词组
报团,報團,简体词组,繁体词组
报国尽忠,報國盡忠,简体词组,繁体词组
报复,報復,简体词组,繁体词组
报复主义,報復主義,简体词组,繁体词组
报复关税,報復關稅,简体词组,繁体词组
报复性,報復性,简体词组,繁体词组
报导出来,報導出來,简体词组,繁体词组
报录人,報錄人,简体词组,繁体词组
报税表,報稅表,简体词组,繁体词组
报穷制裁,報窮制裁,简体词组,繁体词组
报章杂志,報章雜誌,简体词组,繁体词组
报系,報系,简体词组,繁体词组
报表,報表,简体词组,繁体词组
报表纸,報表紙,简体词组,繁体词组
报表语言,報表語言,简体词组,繁体词组
披云,披雲,简体词组,繁体词组
披云雾睹青天,披雲霧睹青天,简体词组,繁体词组
披卷,披卷,简体词组,繁体词组
披发,披髮,简体词组,繁体词组
披发入山,披髮入山,简体词组,繁体词组
披发垢面,披髮垢面,简体词组,繁体词组
披发左衽,披髮左衽,简体词组,繁体词组
披发涂面,披髮塗面,简体词组,繁体词组
披发缨冠,披髮纓冠,简体词组,繁体词组
披发藻目,披髮藻目,简体词组,繁体词组
披复,披覆,简体词组,繁体词组
披头四乐团,披頭四樂團,简体词组,繁体词组
披头四合唱团,披頭四合唱團,简体词组,繁体词组
披头散发,披頭散髮,简体词组,繁体词组
披挂,披掛,简体词组,繁体词组
披挂上阵,披掛上陣,简体词组,繁体词组
披挂绰鎗,披掛綽鎗,简体词组,繁体词组
披榛采兰,披榛採蘭,简体词组,繁体词组
披歴,披瀝,日本新字体词组,繁体词组
披红挂彩,披紅掛綵,简体词组,繁体词组
披肝挂胆,披肝掛膽,简体词组,繁体词组
披针形叶,披針形葉,简体词组,繁体词组
抬价,擡價,简体词组,繁体词组
抬出,擡出,简体词组,繁体词组
抬出去,擡出去,简体词组,繁体词组
抬出来,擡出來,简体词组,繁体词组
抬回,擡回,简体词组,繁体词组
抬回去,擡回去,简体词组,繁体词组
抬回来,擡回來,简体词组,繁体词组
抬杠,擡槓,简体词组,繁体词组
抬高身价,擡高身價,简体词组,繁体词组
抱出,抱出,简体词组,繁体词组
抱出去,抱出去,简体词组,繁体词组
抱出来,抱出來,简体词组,繁体词组
抱出笼,抱出籠,简体词组,繁体词组
抱回,抱回,简体词组,繁体词组
抱回家,抱回家,简体词组,繁体词组
抱回来,抱回來,简体词组,繁体词组
抱大足杆,抱大足桿,简体词组,繁体词组
抱布贸丝,抱布貿絲,简体词组,繁体词组
抱成一团,抱成一團,简体词组,繁体词组
抱抱团,抱抱團,简体词组,繁体词组
抱朴,抱朴,简体词组,繁体词组
抱朴子,抱朴子,简体词组,繁体词组
抱朴而长吟兮,抱朴而長吟兮,简体词组,繁体词组
抱素怀朴,抱素懷樸,简体词组,繁体词组
抱负水准,抱負水準,简体词组,繁体词组
抵,抵 牴,简体字符,繁体字符
抵了,抵了,简体词组,繁体词组
抵借,抵借,简体词组,繁体词组
抵制,抵制,简体词组,繁体词组
抵向,抵向,简体词组,繁体词组
抵当,抵當,简体词组,繁体词组
抵御,抵禦,简体词组,繁体词组
抵御外侮,抵禦外侮,简体词组,繁体词组
抵扣,抵扣,简体词组,繁体词组
抵押借款,抵押借款,简体词组,繁体词组
